Date/Time,Status,City
2021-03-30T15:12:46.378,Fully Booked,CHANNELVIEW
2021-03-30T15:12:46.378,Fully Booked,CIBOLO
2021-03-30T15:12:46.378,Fully Booked,CLEAR LAKE SHORES
2021-03-30T15:12:46.378,Fully Booked,CLEBURNE
2021-03-30T15:12:46.378,Fully Booked,CLEVELAND
2021-03-30T15:12:46.378,Fully Booked,COLLEGE STATION
2021-03-30T15:12:46.378,Fully Booked,COMMERCE
2021-03-30T15:12:46.378,Fully Booked,CONROE
2021-03-30T15:12:46.378,Fully Booked,CONVERSE
2021-03-30T15:12:46.378,Fully Booked,COPPELL
2021-03-30T15:12:46.378,Fully Booked,CORINTH
2021-03-30T15:12:46.378,Fully Booked,CORPUS CHRISTI
2021-03-30T15:12:46.378,Fully Booked,CORSICANA
2021-03-30T15:12:46.378,Fully Booked,CROSSROADS
2021-03-30T15:12:46.378,Fully Booked,CROWLEY
2021-03-30T15:12:46.378,Fully Booked,CYPRESS
2021-03-30T15:12:46.378,Fully Booked,DALLAS
2021-03-30T15:12:46.378,Fully Booked,DECATUR
2021-03-30T15:12:46.378,Fully Booked,DENISON
2021-03-30T15:12:46.378,Fully Booked,DENTON
2021-03-30T15:12:46.378,Fully Booked,DICKINSON
2021-03-30T15:12:46.378,Fully Booked,DONNA
2021-03-30T15:12:46.378,Fully Booked,DUNCANVILLE
2021-03-30T15:12:46.378,Fully Booked,EDINBURG
2021-03-30T15:12:46.378,Fully Booked,EL PASO
2021-03-30T15:12:46.378,Fully Booked,ELGIN
2021-03-30T15:12:46.378,Fully Booked,ELSA
2021-03-30T15:12:46.378,Fully Booked,ENNIS
2021-03-30T15:12:46.378,Fully Booked,EULESS
2021-03-30T15:12:46.378,Fully Booked,FAIR OAKS RANCH
2021-03-30T15:12:46.378,Fully Booked,FARMERS BRANCH
2021-03-30T15:12:46.378,Fully Booked,FLORESVILLE
2021-03-30T15:12:46.378,Fully Booked,FOREST HILL
2021-03-30T15:12:46.378,Fully Booked,FORNEY
2021-03-30T15:12:46.378,Fully Booked,FORT WORTH
2021-03-30T15:12:46.378,Fully Booked,FREEPORT
2021-03-30T15:12:46.378,Fully Booked,FRIENDSWOOD
2021-03-30T15:12:46.378,Fully Booked,FRISCO
2021-03-30T15:12:46.378,Fully Booked,GAINESVILLE
2021-03-30T15:12:46.378,Fully Booked,GALVESTON
2021-03-30T15:12:46.378,Fully Booked,GARLAND
2021-03-30T15:12:46.378,Fully Booked,GEORGETOWN
2021-03-30T15:12:46.378,Fully Booked,GLADEWATER
2021-03-30T15:12:46.378,Fully Booked,GRANBURY
2021-03-30T15:12:46.378,Fully Booked,GRAND PRAIRIE
2021-03-30T15:12:46.378,Fully Booked,GRAPEVINE
2021-03-30T15:12:46.378,Fully Booked,GREENVILLE
2021-03-30T15:12:46.378,Fully Booked,HARLINGEN
2021-03-30T15:12:46.378,Fully Booked,HASLET
2021-03-30T15:12:46.378,Fully Booked,HEATH
2021-03-30T15:12:46.378,Available,HENDERSON
2021-03-30T15:12:46.378,Fully Booked,HOUSTON
2021-03-30T15:12:46.378,Fully Booked,HUMBLE
2021-03-30T15:12:46.378,Fully Booked,HUNTSVILLE
2021-03-30T15:12:46.378,Fully Booked,HURST
2021-03-30T15:12:46.378,Fully Booked,HUTTO
2021-03-30T15:12:46.378,Fully Booked,IRVING
2021-03-30T15:12:46.378,Fully Booked,JACINTO CITY
2021-03-30T15:12:46.378,Fully Booked,JACKSONVILLE
2021-03-30T15:12:46.378,Fully Booked,KATY
2021-03-30T15:12:46.378,Fully Booked,KELLER
2021-03-30T15:12:46.378,Fully Booked,KILGORE
2021-03-30T15:12:46.378,Fully Booked,KILLEEN
2021-03-30T15:12:46.378,Fully Booked,KINGSVILLE
2021-03-30T15:12:46.378,Fully Booked,KYLE
2021-03-30T15:12:46.378,Fully Booked,LA MARQUE
2021-03-30T15:12:46.378,Fully Booked,LA PORTE
2021-03-30T15:12:46.378,Fully Booked,LAGO VISTA
2021-03-30T15:12:46.378,Fully Booked,LAKE JACKSON
2021-03-30T15:12:46.378,Fully Booked,LAKE WORTH
2021-03-30T15:12:46.378,Fully Booked,LAKEWAY
2021-03-30T15:12:46.378,Fully Booked,LAMESA
2021-03-30T15:12:46.378,Fully Booked,LANCASTER
2021-03-30T15:12:46.378,Fully Booked,LAREDO
2021-03-30T15:12:46.378,Fully Booked,LEAGUE CITY
2021-03-30T15:12:46.378,Fully Booked,LEWISVILLE
2021-03-30T15:12:46.378,Fully Booked,LIBERTY
2021-03-30T15:12:46.378,Fully Booked,LIVINGSTON
2021-03-30T15:12:46.378,Fully Booked,LONGVIEW
2021-03-30T15:12:46.378,Available,LUBBOCK
2021-03-30T15:12:46.378,Available,LUFKIN
2021-03-30T15:12:46.378,Fully Booked,MANSFIELD
2021-03-30T15:12:46.378,Fully Booked,MANVEL
2021-03-30T15:12:46.378,Fully Booked,MARBLE FALLS
2021-03-30T15:12:46.378,Fully Booked,MARSHALL
2021-03-30T15:12:46.378,Fully Booked,MATHIS
2021-03-30T15:12:46.378,Fully Booked,MCALLEN
2021-03-30T15:12:46.378,Fully Booked,MCKINNEY
2021-03-30T15:12:46.378,Fully Booked,MESQUITE
2021-03-30T15:12:46.378,Fully Booked,MIDLAND
2021-03-30T15:12:46.378,Fully Booked,MINEOLA
2021-03-30T15:12:46.378,Fully Booked,MINERAL WELLS
2021-03-30T15:12:46.378,Fully Booked,MISSION
2021-03-30T15:12:46.378,Fully Booked,MISSOURI CITY
2021-03-30T15:12:46.378,Fully Booked,MONTGOMERY
2021-03-30T15:12:46.378,Fully Booked,MURPHY
2021-03-30T15:12:46.378,Fully Booked,NASSAU BAY
2021-03-30T15:12:46.378,Fully Booked,NEW BRAUNFELS
2021-03-30T15:12:46.378,Fully Booked,NORTH RICHLAND HILLS
2021-03-30T15:12:46.378,Available,ODESSA
2021-03-30T15:12:46.378,Fully Booked,ORANGE
2021-03-30T15:12:46.378,Available,PALESTINE
2021-03-30T15:12:46.378,Fully Booked,PANTEGO
2021-03-30T15:12:46.378,Fully Booked,PARIS
2021-03-30T15:12:46.378,Fully Booked,PASADENA
2021-03-30T15:12:46.378,Fully Booked,PEARLAND
2021-03-30T15:12:46.378,Fully Booked,PFLUGERVILLE
2021-03-30T15:12:46.378,Fully Booked,PHARR
2021-03-30T15:12:46.378,Fully Booked,PLANO
2021-03-30T15:12:46.378,Fully Booked,PORT ARANSAS
2021-03-30T15:12:46.378,Fully Booked,PORT ARTHUR
2021-03-30T15:12:46.378,Fully Booked,PORTER
2021-03-30T15:12:46.378,Fully Booked,PRINCETON
2021-03-30T15:12:46.378,Fully Booked,RED OAK
2021-03-30T15:12:46.378,Fully Booked,RICHARDSON
2021-03-30T15:12:46.378,Fully Booked,RICHLAND HILLS
2021-03-30T15:12:46.378,Fully Booked,RICHMOND
2021-03-30T15:12:46.378,Fully Booked,RIVER OAKS
2021-03-30T15:12:46.378,Fully Booked,ROANOKE
2021-03-30T15:12:46.378,Fully Booked,ROBSTOWN
2021-03-30T15:12:46.378,Fully Booked,ROCKPORT
2021-03-30T15:12:46.378,Fully Booked,ROCKWALL
2021-03-30T15:12:46.378,Fully Booked,ROSENBERG
2021-03-30T15:12:46.378,Fully Booked,ROSHARON
2021-03-30T15:12:46.378,Fully Booked,ROUND ROCK
2021-03-30T15:12:46.378,Fully Booked,ROWLETT
2021-03-30T15:12:46.378,Fully Booked,SAGINAW
2021-03-30T15:12:46.378,Available,SAN ANGELO
2021-03-30T15:12:46.378,Fully Booked,SAN ANTONIO
2021-03-30T15:12:46.378,Fully Booked,SAN JUAN
2021-03-30T15:12:46.378,Fully Booked,SAN MARCOS
2021-03-30T15:12:46.378,Fully Booked,SCHERTZ
2021-03-30T15:12:46.378,Fully Booked,SEABROOK
2021-03-30T15:12:46.378,Fully Booked,SEGUIN
2021-03-30T15:12:46.378,Fully Booked,SELMA
2021-03-30T15:12:46.378,Fully Booked,SEMINOLE
2021-03-30T15:12:46.378,Fully Booked,SHERMAN
2021-03-30T15:12:46.378,Fully Booked,SILSBEE
2021-03-30T15:12:46.378,Fully Booked,SNYDER
2021-03-30T15:12:46.378,Fully Booked,SOUTH PADRE ISLAND
2021-03-30T15:12:46.378,Fully Booked,SOUTHLAKE
2021-03-30T15:12:46.378,Fully Booked,SPRING
2021-03-30T15:12:46.378,Fully Booked,STEPHENVILLE
2021-03-30T15:12:46.378,Fully Booked,SUGAR LAND
2021-03-30T15:12:46.378,Fully Booked,SULPHUR SPRINGS
2021-03-30T15:12:46.378,Fully Booked,SUNNYVALE
2021-03-30T15:12:46.378,Fully Booked,TAYLOR
2021-03-30T15:12:46.378,Fully Booked,TEMPLE
2021-03-30T15:12:46.378,Available,TEXARKANA
2021-03-30T15:12:46.378,Fully Booked,TEXAS CITY
2021-03-30T15:12:46.378,Fully Booked,THE COLONY
2021-03-30T15:12:46.378,Fully Booked,THE WOODLANDS
2021-03-30T15:12:46.378,Fully Booked,TOMBALL
2021-03-30T15:12:46.378,Fully Booked,TYLER
2021-03-30T15:12:46.378,Fully Booked,UNIVERSAL CITY
2021-03-30T15:12:46.378,Available,VICTORIA
2021-03-30T15:12:46.378,Fully Booked,VIDOR
2021-03-30T15:12:46.378,Fully Booked,WACO
2021-03-30T15:12:46.378,Fully Booked,WALLER
2021-03-30T15:12:46.378,Fully Booked,WATAUGA
2021-03-30T15:12:46.378,Fully Booked,WAXAHACHIE
2021-03-30T15:12:46.378,Fully Booked,WEATHERFORD
2021-03-30T15:12:46.378,Fully Booked,WEBSTER
2021-03-30T15:12:46.378,Fully Booked,WEST COLUMBIA
2021-03-30T15:12:46.378,Fully Booked,WESTLAKE
2021-03-30T15:12:46.378,Fully Booked,WHARTON
2021-03-30T15:12:46.378,Fully Booked,WICHITA FALLS
2021-03-30T15:12:46.378,Fully Booked,WILLIS
2021-03-30T15:12:46.378,Fully Booked,WINNSBORO
2021-03-30T15:12:46.378,Fully Booked,WYLIE
2021-03-30T15:12:46.378,Available,ZAPATA
2021-03-30T15:12:46.378,Fully Booked,ABILENE
2021-03-30T15:12:46.378,Fully Booked,ADDISON
2021-03-30T15:12:46.378,Fully Booked,ALICE
2021-03-30T15:12:46.378,Fully Booked,ALLEN
2021-03-30T15:12:46.378,Fully Booked,ALTON
2021-03-30T15:12:46.378,Fully Booked,ALVARADO
2021-03-30T15:12:46.378,Fully Booked,ALVIN
2021-03-30T15:12:46.378,Fully Booked,AMARILLO
2021-03-30T15:12:46.378,Fully Booked,ANGLETON
2021-03-30T15:12:46.378,Fully Booked,ARANSAS PASS
2021-03-30T15:12:46.378,Fully Booked,ARLINGTON
2021-03-30T15:12:46.378,Fully Booked,ATHENS
2021-03-30T15:12:46.378,Fully Booked,ATLANTA
2021-03-30T15:12:46.378,Fully Booked,AUSTIN
2021-03-30T15:12:46.378,Fully Booked,BALCH SPRINGS
2021-03-30T15:12:46.378,Fully Booked,BALCONES HEIGHTS
2021-03-30T15:12:46.378,Fully Booked,BANDERA
2021-03-30T15:12:46.378,Fully Booked,BASTROP
2021-03-30T15:12:46.378,Fully Booked,BAY CITY
2021-03-30T15:12:46.378,Fully Booked,BAYTOWN
2021-03-30T15:12:46.378,Fully Booked,BEAUMONT
2021-03-30T15:12:46.378,Fully Booked,BEDFORD
2021-03-30T15:12:46.378,Fully Booked,BEE CAVE
2021-03-30T15:12:46.378,Fully Booked,BEVERLY HILLS
2021-03-30T15:12:46.378,Fully Booked,BORGER
2021-03-30T15:12:46.378,Fully Booked,BOWIE
2021-03-30T15:12:46.378,Fully Booked,BRECKENRIDGE
2021-03-30T15:12:46.378,Fully Booked,BROWNSVILLE
2021-03-30T15:12:46.378,Available,BROWNWOOD
2021-03-30T15:12:46.378,Fully Booked,BRYAN
2021-03-30T15:12:46.378,Fully Booked,BURLESON
2021-03-30T15:12:46.378,Fully Booked,CAMERON
2021-03-30T15:12:46.378,Fully Booked,CANTON
2021-03-30T15:12:46.378,Fully Booked,CANYON LAKE
2021-03-30T15:12:46.378,Fully Booked,CARROLLTON
2021-03-30T15:12:46.378,Available,CARTHAGE
2021-03-30T15:12:46.378,Fully Booked,CASTLE HILLS
2021-03-30T15:12:46.378,Fully Booked,CEDAR HILL
2021-03-30T15:12:46.378,Fully Booked,CEDAR PARK
2021-03-30T15:12:46.378,Fully Booked,CELINA
2021-03-30T15:12:46.378,Fully Booked,CENTER
2021-03-30T15:12:46.378,Fully Booked,CHANNELVIEW
2021-03-30T15:12:46.378,Fully Booked,CIBOLO
2021-03-30T15:12:46.378,Fully Booked,CLEAR LAKE SHORES
2021-03-30T15:12:46.378,Fully Booked,CLEBURNE
2021-03-30T15:12:46.378,Fully Booked,CLEVELAND
2021-03-30T15:12:46.378,Fully Booked,COLLEGE STATION
2021-03-30T15:12:46.378,Fully Booked,COMMERCE
2021-03-30T15:12:46.378,Fully Booked,CONROE
2021-03-30T15:12:46.378,Fully Booked,CONVERSE
2021-03-30T15:12:46.378,Fully Booked,COPPELL
2021-03-30T15:12:46.378,Fully Booked,CORINTH
2021-03-30T15:12:46.378,Fully Booked,CORPUS CHRISTI
2021-03-30T15:12:46.378,Fully Booked,CORSICANA
2021-03-30T15:12:46.378,Fully Booked,CROSSROADS
2021-03-30T15:12:46.378,Fully Booked,CROWLEY
2021-03-30T15:12:46.378,Fully Booked,CYPRESS
2021-03-30T15:12:46.378,Fully Booked,DALLAS
2021-03-30T15:12:46.378,Fully Booked,DECATUR
2021-03-30T15:12:46.378,Fully Booked,DENISON
2021-03-30T15:12:46.378,Fully Booked,DENTON
2021-03-30T15:12:46.378,Fully Booked,DICKINSON
2021-03-30T15:12:46.378,Fully Booked,DONNA
2021-03-30T15:12:46.378,Fully Booked,DUNCANVILLE
2021-03-30T15:12:46.378,Fully Booked,EDINBURG
2021-03-30T15:12:46.378,Fully Booked,EL PASO
2021-03-30T15:12:46.378,Fully Booked,ELGIN
2021-03-30T15:12:46.378,Fully Booked,ELSA
2021-03-30T15:12:46.378,Fully Booked,ENNIS
2021-03-30T15:12:46.378,Fully Booked,EULESS
2021-03-30T15:12:46.378,Fully Booked,FAIR OAKS RANCH
2021-03-30T15:12:46.378,Fully Booked,FARMERS BRANCH
2021-03-30T15:12:46.378,Fully Booked,FLORESVILLE
2021-03-30T15:12:46.378,Fully Booked,FOREST HILL
2021-03-30T15:12:46.378,Fully Booked,FORNEY
2021-03-30T15:12:46.378,Fully Booked,FORT WORTH
2021-03-30T15:12:46.378,Fully Booked,FREEPORT
2021-03-30T15:12:46.378,Fully Booked,FRIENDSWOOD
2021-03-30T15:12:46.378,Fully Booked,FRISCO
2021-03-30T15:12:46.378,Fully Booked,GAINESVILLE
2021-03-30T15:12:46.378,Fully Booked,GALVESTON
2021-03-30T15:12:46.378,Fully Booked,GARLAND
2021-03-30T15:12:46.378,Fully Booked,GEORGETOWN
2021-03-30T15:12:46.378,Fully Booked,GLADEWATER
2021-03-30T15:12:46.378,Fully Booked,GRANBURY
2021-03-30T15:12:46.378,Fully Booked,GRAND PRAIRIE
2021-03-30T15:12:46.378,Fully Booked,GRAPEVINE
2021-03-30T15:12:46.378,Fully Booked,GREENVILLE
2021-03-30T15:12:46.378,Fully Booked,HARLINGEN
2021-03-30T15:12:46.378,Fully Booked,HASLET
2021-03-30T15:12:46.378,Fully Booked,HEATH
2021-03-30T15:12:46.378,Available,HENDERSON
2021-03-30T15:12:46.378,Fully Booked,HOUSTON
2021-03-30T15:12:46.378,Fully Booked,HUMBLE
2021-03-30T15:12:46.378,Fully Booked,HUNTSVILLE
2021-03-30T15:12:46.378,Fully Booked,HURST
2021-03-30T15:12:46.378,Fully Booked,HUTTO
2021-03-30T15:12:46.378,Fully Booked,IRVING
2021-03-30T15:12:46.378,Fully Booked,JACINTO CITY
2021-03-30T15:12:46.378,Fully Booked,JACKSONVILLE
2021-03-30T15:12:46.378,Fully Booked,KATY
2021-03-30T15:12:46.378,Fully Booked,KELLER
2021-03-30T15:12:46.378,Fully Booked,KILGORE
2021-03-30T15:12:46.378,Fully Booked,KILLEEN
2021-03-30T15:12:46.378,Fully Booked,KINGSVILLE
2021-03-30T15:12:46.378,Fully Booked,KYLE
2021-03-30T15:12:46.378,Fully Booked,LA MARQUE
2021-03-30T15:12:46.378,Fully Booked,LA PORTE
2021-03-30T15:12:46.378,Fully Booked,LAGO VISTA
2021-03-30T15:12:46.378,Fully Booked,LAKE JACKSON
2021-03-30T15:12:46.378,Fully Booked,LAKE WORTH
2021-03-30T15:12:46.378,Fully Booked,LAKEWAY
2021-03-30T15:12:46.378,Fully Booked,LAMESA
2021-03-30T15:12:46.378,Fully Booked,LANCASTER
2021-03-30T15:12:46.378,Fully Booked,LAREDO
2021-03-30T15:12:46.378,Fully Booked,LEAGUE CITY
2021-03-30T15:12:46.378,Fully Booked,LEWISVILLE
2021-03-30T15:12:46.378,Fully Booked,LIBERTY
2021-03-30T15:12:46.378,Fully Booked,LIVINGSTON
2021-03-30T15:12:46.378,Fully Booked,LONGVIEW
2021-03-30T15:12:46.378,Available,LUBBOCK
2021-03-30T15:12:46.378,Available,LUFKIN
2021-03-30T15:12:46.378,Fully Booked,MANSFIELD
2021-03-30T15:12:46.378,Fully Booked,MANVEL
2021-03-30T15:12:46.378,Fully Booked,MARBLE FALLS
2021-03-30T15:12:46.378,Fully Booked,MARSHALL
2021-03-30T15:12:46.378,Fully Booked,MATHIS
2021-03-30T15:12:46.378,Fully Booked,MCALLEN
2021-03-30T15:12:46.378,Fully Booked,MCKINNEY
2021-03-30T15:12:46.378,Fully Booked,MESQUITE
2021-03-30T15:12:46.378,Fully Booked,MIDLAND
2021-03-30T15:12:46.378,Fully Booked,MINEOLA
2021-03-30T15:12:46.378,Fully Booked,MINERAL WELLS
2021-03-30T15:12:46.378,Fully Booked,MISSION
2021-03-30T15:12:46.378,Fully Booked,MISSOURI CITY
2021-03-30T15:12:46.378,Fully Booked,MONTGOMERY
2021-03-30T15:12:46.378,Fully Booked,MURPHY
2021-03-30T15:12:46.378,Fully Booked,NASSAU BAY
2021-03-30T15:12:46.378,Fully Booked,NEW BRAUNFELS
2021-03-30T15:12:46.378,Fully Booked,NORTH RICHLAND HILLS
2021-03-30T15:12:46.378,Available,ODESSA
2021-03-30T15:12:46.378,Fully Booked,ORANGE
2021-03-30T15:12:46.378,Available,PALESTINE
2021-03-30T15:12:46.378,Fully Booked,PANTEGO
2021-03-30T15:12:46.378,Fully Booked,PARIS
2021-03-30T15:12:46.378,Fully Booked,PASADENA
2021-03-30T15:12:46.378,Fully Booked,PEARLAND
2021-03-30T15:12:46.378,Fully Booked,PFLUGERVILLE
2021-03-30T15:12:46.378,Fully Booked,PHARR
2021-03-30T15:12:46.378,Fully Booked,PLANO
2021-03-30T15:12:46.378,Fully Booked,PORT ARANSAS
2021-03-30T15:12:46.378,Fully Booked,PORT ARTHUR
2021-03-30T15:12:46.378,Fully Booked,PORTER
2021-03-30T15:12:46.378,Fully Booked,PRINCETON
2021-03-30T15:12:46.378,Fully Booked,RED OAK
2021-03-30T15:12:46.378,Fully Booked,RICHARDSON
2021-03-30T15:12:46.378,Fully Booked,RICHLAND HILLS
2021-03-30T15:12:46.378,Fully Booked,RICHMOND
2021-03-30T15:12:46.378,Fully Booked,RIVER OAKS
2021-03-30T15:12:46.378,Fully Booked,ROANOKE
2021-03-30T15:12:46.378,Fully Booked,ROBSTOWN
2021-03-30T15:12:46.378,Fully Booked,ROCKPORT
2021-03-30T15:12:46.378,Fully Booked,ROCKWALL
2021-03-30T15:12:46.378,Fully Booked,ROSENBERG
2021-03-30T15:12:46.378,Fully Booked,ROSHARON
2021-03-30T15:12:46.378,Fully Booked,ROUND ROCK
2021-03-30T15:12:46.378,Fully Booked,ROWLETT
2021-03-30T15:12:46.378,Fully Booked,SAGINAW
2021-03-30T15:12:46.378,Available,SAN ANGELO
2021-03-30T15:12:46.378,Fully Booked,SAN ANTONIO
2021-03-30T15:12:46.378,Fully Booked,SAN JUAN
2021-03-30T15:12:46.378,Fully Booked,SAN MARCOS
2021-03-30T15:12:46.378,Fully Booked,SCHERTZ
2021-03-30T15:12:46.378,Fully Booked,SEABROOK
2021-03-30T15:12:46.378,Fully Booked,SEGUIN
2021-03-30T15:12:46.378,Fully Booked,SELMA
2021-03-30T15:12:46.378,Fully Booked,SEMINOLE
2021-03-30T15:12:46.378,Fully Booked,SHERMAN
2021-03-30T15:12:46.378,Fully Booked,SILSBEE
2021-03-30T15:12:46.378,Fully Booked,SNYDER
2021-03-30T15:12:46.378,Fully Booked,SOUTH PADRE ISLAND
2021-03-30T15:12:46.378,Fully Booked,SOUTHLAKE
2021-03-30T15:12:46.378,Fully Booked,SPRING
2021-03-30T15:12:46.378,Fully Booked,STEPHENVILLE
2021-03-30T15:12:46.378,Fully Booked,SUGAR LAND
2021-03-30T15:12:46.378,Fully Booked,SULPHUR SPRINGS
2021-03-30T15:12:46.378,Fully Booked,SUNNYVALE
2021-03-30T15:12:46.378,Fully Booked,TAYLOR
2021-03-30T15:12:46.378,Fully Booked,TEMPLE
2021-03-30T15:12:46.378,Available,TEXARKANA
2021-03-30T15:12:46.378,Fully Booked,TEXAS CITY
2021-03-30T15:12:46.378,Fully Booked,THE COLONY
2021-03-30T15:12:46.378,Fully Booked,THE WOODLANDS
2021-03-30T15:12:46.378,Fully Booked,TOMBALL
2021-03-30T15:12:46.378,Fully Booked,TYLER
2021-03-30T15:12:46.378,Fully Booked,UNIVERSAL CITY
2021-03-30T15:12:46.378,Available,VICTORIA
2021-03-30T15:12:46.378,Fully Booked,VIDOR
2021-03-30T15:12:46.378,Fully Booked,WACO
2021-03-30T15:12:46.378,Fully Booked,WALLER
2021-03-30T15:12:46.378,Fully Booked,WATAUGA
2021-03-30T15:12:46.378,Fully Booked,WAXAHACHIE
2021-03-30T15:12:46.378,Fully Booked,WEATHERFORD
2021-03-30T15:12:46.378,Fully Booked,WEBSTER
2021-03-30T15:12:46.378,Fully Booked,WEST COLUMBIA
2021-03-30T15:12:46.378,Fully Booked,WESTLAKE
2021-03-30T15:12:46.378,Fully Booked,WHARTON
2021-03-30T15:12:46.378,Fully Booked,WICHITA FALLS
2021-03-30T15:12:46.378,Fully Booked,WILLIS
2021-03-30T15:12:46.378,Fully Booked,WINNSBORO
2021-03-30T15:12:46.378,Fully Booked,WYLIE
2021-03-30T15:12:46.378,Available,ZAPATA
2021-03-30T15:12:46.378,Fully Booked,ABILENE
2021-03-30T15:12:46.378,Fully Booked,ADDISON
2021-03-30T15:12:46.378,Fully Booked,ALICE
2021-03-30T15:12:46.378,Fully Booked,ALLEN
2021-03-30T15:12:46.378,Fully Booked,ALTON
2021-03-30T15:12:46.378,Fully Booked,ALVARADO
2021-03-30T15:12:46.378,Fully Booked,ALVIN
2021-03-30T15:12:46.378,Fully Booked,AMARILLO
2021-03-30T15:12:46.378,Fully Booked,ANGLETON
2021-03-30T15:12:46.378,Fully Booked,ARANSAS PASS
2021-03-30T15:12:46.378,Fully Booked,ARLINGTON
2021-03-30T15:12:46.378,Fully Booked,ATHENS
2021-03-30T15:12:46.378,Fully Booked,ATLANTA
2021-03-30T15:12:46.378,Fully Booked,AUSTIN
2021-03-30T15:12:46.378,Fully Booked,BALCH SPRINGS
2021-03-30T15:12:46.378,Fully Booked,BALCONES HEIGHTS
2021-03-30T15:12:46.378,Fully Booked,BANDERA
2021-03-30T15:12:46.378,Fully Booked,BASTROP
2021-03-30T15:12:46.378,Fully Booked,BAY CITY
2021-03-30T15:12:46.378,Fully Booked,BAYTOWN
2021-03-30T15:12:46.378,Fully Booked,BEAUMONT
2021-03-30T15:12:46.378,Fully Booked,BEDFORD
2021-03-30T15:12:46.378,Fully Booked,BEE CAVE
2021-03-30T15:12:46.378,Fully Booked,BEVERLY HILLS
2021-03-30T15:12:46.378,Fully Booked,BORGER
2021-03-30T15:12:46.378,Fully Booked,BOWIE
2021-03-30T15:12:46.378,Fully Booked,BRECKENRIDGE
2021-03-30T15:12:46.378,Fully Booked,BROWNSVILLE
2021-03-30T15:12:46.378,Available,BROWNWOOD
2021-03-30T15:12:46.378,Fully Booked,BRYAN
2021-03-30T15:12:46.378,Fully Booked,BURLESON
2021-03-30T15:12:46.378,Fully Booked,CAMERON
2021-03-30T15:12:46.378,Fully Booked,CANTON
2021-03-30T15:12:46.378,Fully Booked,CANYON LAKE
2021-03-30T15:12:46.378,Fully Booked,CARROLLTON
2021-03-30T15:12:46.378,Available,CARTHAGE
2021-03-30T15:12:46.378,Fully Booked,CASTLE HILLS
2021-03-30T15:12:46.378,Fully Booked,CEDAR HILL
2021-03-30T15:12:46.378,Fully Booked,CEDAR PARK
2021-03-30T15:12:46.378,Fully Booked,CELINA
2021-03-30T15:12:46.378,Fully Booked,CENTER
2021-03-30T15:12:46.378,Fully Booked,CHANNELVIEW
2021-03-30T15:12:46.378,Fully Booked,CIBOLO
2021-03-30T15:12:46.378,Fully Booked,CLEAR LAKE SHORES
2021-03-30T15:12:46.378,Fully Booked,CLEBURNE
2021-03-30T15:12:46.378,Fully Booked,CLEVELAND
2021-03-30T15:12:46.378,Fully Booked,COLLEGE STATION
2021-03-30T15:12:46.378,Fully Booked,COMMERCE
2021-03-30T15:12:46.378,Fully Booked,CONROE
2021-03-30T15:12:46.378,Fully Booked,CONVERSE
2021-03-30T15:12:46.378,Fully Booked,COPPELL
2021-03-30T15:12:46.378,Fully Booked,CORINTH
2021-03-30T15:12:46.378,Fully Booked,CORPUS CHRISTI
2021-03-30T15:12:46.378,Fully Booked,CORSICANA
2021-03-30T15:12:46.378,Fully Booked,CROSSROADS
2021-03-30T15:12:46.378,Fully Booked,CROWLEY
2021-03-30T15:12:46.378,Fully Booked,CYPRESS
2021-03-30T15:12:46.378,Fully Booked,DALLAS
2021-03-30T15:12:46.378,Fully Booked,DECATUR
2021-03-30T15:12:46.378,Fully Booked,DENISON
2021-03-30T15:12:46.378,Fully Booked,DENTON
2021-03-30T15:12:46.378,Fully Booked,DICKINSON
2021-03-30T15:12:46.378,Fully Booked,DONNA
2021-03-30T15:12:46.378,Fully Booked,DUNCANVILLE
2021-03-30T15:12:46.378,Fully Booked,EDINBURG
2021-03-30T15:12:46.378,Fully Booked,EL PASO
2021-03-30T15:12:46.378,Fully Booked,ELGIN
2021-03-30T15:12:46.378,Fully Booked,ELSA
2021-03-30T15:12:46.378,Fully Booked,ENNIS
2021-03-30T15:12:46.378,Fully Booked,EULESS
2021-03-30T15:12:46.378,Fully Booked,FAIR OAKS RANCH
2021-03-30T15:12:46.378,Fully Booked,FARMERS BRANCH
2021-03-30T15:12:46.378,Fully Booked,FLORESVILLE
2021-03-30T15:12:46.378,Fully Booked,FOREST HILL
2021-03-30T15:12:46.378,Fully Booked,FORNEY
2021-03-30T15:12:46.378,Fully Booked,FORT WORTH
2021-03-30T15:12:46.378,Fully Booked,FREEPORT
2021-03-30T15:12:46.378,Fully Booked,FRIENDSWOOD
2021-03-30T15:12:46.378,Fully Booked,FRISCO
2021-03-30T15:12:46.378,Fully Booked,GAINESVILLE
2021-03-30T15:12:46.378,Fully Booked,GALVESTON
2021-03-30T15:12:46.378,Fully Booked,GARLAND
2021-03-30T15:12:46.378,Fully Booked,GEORGETOWN
2021-03-30T15:12:46.378,Fully Booked,GLADEWATER
2021-03-30T15:12:46.378,Fully Booked,GRANBURY
2021-03-30T15:12:46.378,Fully Booked,GRAND PRAIRIE
2021-03-30T15:12:46.378,Fully Booked,GRAPEVINE
2021-03-30T15:12:46.378,Fully Booked,GREENVILLE
2021-03-30T15:12:46.378,Fully Booked,HARLINGEN
2021-03-30T15:12:46.378,Fully Booked,HASLET
2021-03-30T15:12:46.378,Fully Booked,HEATH
2021-03-30T15:12:46.378,Available,HENDERSON
